processedtransactionid,acceptorcountrycode,acceptorpostalcode,acceptorstatecode,acceptorstreetaddress,authdate,authday,authenticationindicator,authenticationvalue,authhour,authmonth,authorizationtype,authresult,authtimestamp,authweekofyear,authyear,avs_rslt,brandcardtype,brandcategory,brandcode,branddescription,card_brnd_tr,cardbrand,cardbrand_bindb,cardcommercial,cardexpirymonth,cardexpiryyear,cardissuetype,cardissuetypeid,cardprepaid,cardproduct_bindb,cardschemaid,cardschemaname,cardsubtype,cardsubtypeid,cardtype,cardtype_bindb,cardusage,cardusageid,categorycodegroup,channel,channelname,channelsubtype,channelsubtypename,country_mid,countryid,countryname,cv2_rslt,cvvresponse,cvvresult,ddresult,detailedcode,transactiontype,detailedmessage,eci_sli,effectivedwoindicator,ext_rc,firstsixdigits,fraudflag,fraudimportdate,fraudreportdate,initialrecurring,int_rc,internalamount,iscommercial,isprepaid,isprivatelabel,issuercode,issuercountry,issuercountrycode,issuerid,memberid,originalamount,originalcurrencyid,parenttransactionid,pos_mode,processorid,productcode,productdescription,productsubcode,recurringpayments,reg,resp_code,servicetypeid,servicetypename,submerchantid,threedsecureenrollmentid,threedxid,ucaf_ind,use3dsecure,vbv_rslt,avsthere,cv2there,expthere,threedthere,cb_flag,fraud_related_cb_flag,doublelabel_cb,timestamp,cardexpirydate,submerchant,timestamp_unix,euramount,threedsused,recurring,cvvused,cardprivate,pinaccess,signatureaccess,diffcardexpirydate,diffcardexpirydatebucketed,difffirsttimestampmerch,diffprevtimestampmerch,avginternalamountmerch,stddevinternalamountmerch,avgdiffprevtimestampmerch,stddevdiffprevtimestampmerch,fraudratiomerch,difffirsttimestampmcc,diffprevtimestampmcc,avginternalamountmcc,stddevinternalamountmcc,avgdiffprevtimestampmcc,stddevdiffprevtimestampmcc,fraudratiomcc,difffirsttimestampcard,diffprevtimestampcard,avginternalamountcard,stddevinternalamountcard,avgdiffprevtimestampcard,stddevdiffprevtimestampcard,fraudratiocard,difffirsttimestampcountry,diffprevtimestampcountry,avginternalamountcountry,stddevinternalamountcountry,avgdiffprevtimestampcountry,stddevdiffprevtimestampcountry,fraudratiocountry,avginternalamountmerch50,stddevinternalamountmerch50,avgdiffprevtimestampmerch50,stddevdiffprevtimestampmerch50,dispAvgInternalamountmerch50,dispAvgprevtsdiffmerch50,avginternalamountmcc50,stddevinternalamountmcc50,avgdiffprevtimestampmcc50,stddevdiffprevtimestampmcc50,dispAvgInternalamountmcc50,dispAvgprevtsdiffmcc50,avginternalamountcard50,stddevinternalamountcard50,avgdiffprevtimestampcard50,stddevdiffprevtimestampcard50,dispAvgInternalamountcard50,dispAvgprevtsdiffcard50,avginternalamountcountry50,stddevinternalamountcountry50,avgdiffprevtimestampcountry50,stddevdiffprevtimestampcountry50,dispAvgInternalamountcountry50,dispAvgprevtsdiffcountry50,bool2x_Avginternalamountcard50,bool2x_curr_Avginternalamountcard,bool2x_Avgdiffprevtimestampcard50,bool2x_Avginternalamountmerch50,bool2x_curr_Avginternalamountmerch,bool2x_Avgdiffprevtimestampmerch50,bool2x_Avginternalamountmcc50,bool2x_curr_Avginternalamountmcc,bool2x_Avgdiffprevtimestampmcc50,bool2x_Avginternalamountcountry50,bool2x_curr_Avginternalamountcountry,bool2x_Avgdiffprevtimestampcountry50,cardaccess,acceptorcountry,processor,digitalwalletoperator,avsused,avsresult,eci,cavvresult,ucafindicator,currency,cardcountry,posentrymode,mcccode,merchantcountry,midcountry,threedsused_index,initialrecurring_index,recurring_index,acceptorpostalcode_index,cvvused_index,cardprepaid_index,cardcommercial_index,cardprivate_index,pinaccess_index,signatureaccess_index,bool2x_Avginternalamountcard50_index,bool2x_curr_Avginternalamountcard_index,bool2x_Avgdiffprevtimestampcard50_index,bool2x_Avginternalamountmerch50_index,bool2x_curr_Avginternalamountmerch_index,bool2x_Avgdiffprevtimestampmerch50_index,bool2x_Avginternalamountmcc50_index,bool2x_curr_Avginternalamountmcc_index,bool2x_Avgdiffprevtimestampmcc50_index,bool2x_Avginternalamountcountry50_index,bool2x_curr_Avginternalamountcountry_index,bool2x_Avgdiffprevtimestampcountry50_index,transactiontype_index,cardaccess_index,channel_index,channelsubtype_index,acceptorcountry_index,acceptorstatecode_index,processor_index,cvvresult_index,ddresult_index,digitalwalletoperator_index,avsused_index,avsresult_index,eci_index,cavvresult_index,ucafindicator_index,currency_index,cardbrand_index,brandcardtype_index,cardcountry_index,cardtype_index,posentrymode_index,mcccode_index,merchantcountry_index,midcountry_index,prediction,prob1,prob2,rawpred1,rawpred2,rank
1937203531,826,SO23 8SR,"","Innovations House, 19 Staple Gardens",2019-08-01,1,"","",0,8,"",0,2019-08-01 00:04:47,31,2019,"",Visa,Visa,005,VISA.,Visa Preferred,"",VISA,"",8,2021,"","","",CLASSIC,2,Visa,"","","",CREDIT,"","",5999,4,Recurring,"","",United Kingdom,840,United States,"","",0,0,00,Payment,Approved,"",0,00,410039,"","","","","",44.795481,false,false,false,"",United States,"",412800,5013165,49.950000,840,"",102,21,A,Visa Traditional,"",true,Foreign - REST,Transaction approved,1,Credit,"","","",0,false,"",0,0,1,1,"","",0.0,2019-08-01T00:04:47.000Z,2021-08-31,none,1564617887,44.795481,false,true,false,false,none,none,761,2,212,3,61.8220341131,17.12326025452998,2302.097524192535,7025.459221505867,3.778813452575891E-4,212,3,72.6314893511,349.00455348550815,18.5744666611232,29.73948517335411,0.003149918138874032,193,2246643,52.0787594444,7.9619291273960755,1685749.111111111,972962.1610484711,0.0,212,1,51.7030943473,481.13700035415854,2.94078964373861,4.268625007447456,0.0,58.83053984,15.91830658422357,3460.68,7400.954950627959,-0.17470354527307957,0.16491199212442792,53.56181352,69.2502306902205,20.48,26.861884079984613,-0.0546401920566685,0.06407418715452795,52.0787594444,7.9619291273960755,1685749.111111111,972962.1610484711,0.0,0.0,81.22752396,146.67174798205585,2.18,1.6986188867574088,0.0613638726411967,-0.17822826844973796,false,false,false,false,false,false,false,false,false,false,false,false,none,826,21,none,false,none,none,none,0,840,840,102,5999,840,826,1.0,0.0,1.0,377.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,0.32593745,0.67406255,-0.36330873,0.36330873,616
1937203533,826,NW10 7PN,"","Suite 617, Crown House, North Circular Road",2019-08-01,1,"","",0,8,0,0,2019-08-01 00:04:47,31,2019,"",MasterCard,Mastercard,071,MC Platinum,MC Platinum,1,MASTERCARD,false,4,2022,Debit,2,false,PLATINUM,1,MasterCard,CIRRUS,65,MasterCard,CREDIT,"","",5621,1,ECOM,"","",United Kingdom,840,United States,M,M,1,1,00,Payment,Approved,21,0,00,517805,"","","","","",84.757175,false,false,false,"",United States,840,0001001,5007655,94.510000,840,"",812,21,MPL,Platinum Mastercard Card,MPL,false,Foreign - MASTER,Transaction approved,1,Credit,"","","",0,true,"",0,1,1,1,"","",0.0,2019-08-01T00:04:47.000Z,2022-04-30,none,1564617887,84.757175,true,false,true,false,none,none,1003,2,212,37,52.8379143095,55.667786000019966,103.83170084685236,146.4943895771393,0.00265097290705689,212,37,101.0921944531,202.3640773544808,46.13180123910744,63.62594163202979,0.002661595707231052,210,44690,51.6196277209,31.365594585884182,437553.37209302327,664150.2206442894,0.0,212,0,51.7030891647,481.137077417507,2.940790588016193,4.268625367496681,0.0,50.76542238,36.125023485528295,52.18,50.17873767130571,-0.03722964533741759,-0.3525848395692602,51.561462,33.491959877710826,45.14,42.17118176466686,-0.24476049850654624,-0.015588000957901077,51.6196277209,31.365594585884182,437553.37209302327,664150.2206442894,0.0,0.0,81.94425166,146.39869829730392,2.12,1.6859563990779347,0.0628535274346737,-0.1922845219133255,false,false,false,false,false,false,false,false,false,false,false,false,none,826,21,none,false,none,none,none,0,840,840,812,5621,840,826,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.75058144,0.24941857,0.55085784,-0.55085784,617
1937203537,826,WC1B 5HJ,"","Office 3, NWMS Center, 3rd floor, 31 Southampton Row11",2019-08-01,1,4,AAABBJR4ggAAABJQQXiCAAAAAAA=,0,8,"",0,2019-08-01 00:04:47,31,2019,"",Visa,Visa,067,Visa Gold,VISA.,25,VISA,false,6,2022,Unknown,0,false,GOLD,2,Visa,UNKNOWN,0,Visa-Carte Bancaire,CREDIT,UNKNOWN,0,7995,1,ECOM,"","",United Kingdom,250,France,M,M,1,1,00,Payment,Approved,05,0,00,497827,"","","","","",30.000000,false,false,false,"",France,250,402102,5015233,30.000000,978,"",812,21,P,Visa Gold,"",false,Foreign - EMEA,Transaction approved,1,Credit,"",83448438,c2dIMjdtcjU0cjBSbEwyN2hNWDA=,0,true,2,1,1,1,1,"","",0.0,2019-08-01T00:04:47.000Z,2022-06-30,none,1564617887,30.0,true,false,true,false,none,none,1064,2,212,181,49.0643970033,81.85460539789321,101.06898073814135,124.01307140237436,0.0049993802421187455,212,1,46.8645210760,149.40877423410498,1.11727269045332,2.3918717423968627,0.0023676831909992613,40,2433368,25.0000000000,5.0,575319.3333333334,147218.92802670904,0.0,212,1,52.8764465506,102.76939996408277,4.515642884630413,7.034575154098005,0.0,37.601,26.10480730221379,91.5,107.50647821011931,-0.14004584039684406,-0.07716106560326785,40.46710426,41.83909304401389,1.38,1.8393654629035658,-0.04281821364772089,0.10984172139740422,25.0,5.0,575319.3333333334,147218.92802670904,0.0,0.0,74.71942576,96.31554059985689,6.5,6.41824567549579,0.21254360945022518,0.2820862769820003,false,false,false,false,false,false,false,false,false,false,false,false,none,826,21,none,true,none,05,2,0,978,250,812,7995,250,826,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.8782007,0.1217993,0.9877503,-0.9877503,618
1937203541,826,EC1N 2SW,"",183 Holborn,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:04:48,31,2019,M,Visa,Visa,005,VISA.,Visa Preferred,2,VISA,false,6,2023,Credit,1,false,CLASSIC,2,Visa,CLASSIC,3,Visa,CREDIT,"","",5499,1,ECOM,"","",United Kingdom,840,United States,M,M,1,1,00,Payment,Approved,07,0,00,414709,"","","","","",47.432092,false,false,false,"",United States,840,445338,5015645,52.890000,840,"",812,21,A,Visa Traditional,"",true,Foreign - REST,Transaction approved,1,Credit,"","","",0,false,"",1,1,1,1,"","",0.0,2019-08-01T00:04:48.000Z,2023-06-30,none,1564617888,47.432092,false,true,true,false,none,none,1429,3,212,41,101.8123890446,173.47704209108153,239.0080245302714,430.76664443381566,0.0023442319555829734,212,13,81.5344739737,138.25481351610276,16.391638060329246,24.028250489443376,0.014971222630430223,211,89824,175.0430584301,355.4041393030415,202268.2258064516,173482.54063131,0.0,212,1,51.7030932383,481.1369617392655,2.9407893321482734,4.26862473562174,0.0,109.98838994,196.10062062908466,106.0,154.0412083747431,0.047130160837693565,-0.308770482229636,215.61687816,429.6848468181524,17.42,19.505195540194528,0.9698208747768713,0.04279803642477252,108.025202,92.1080940445467,202875.12,160524.23586418727,-0.18856802445104912,0.003498301277695591,83.20892808,146.13899042750973,2.1,1.7053337694733315,0.06548205053257462,-0.1969696059557246,false,false,false,false,false,false,true,false,false,false,false,false,none,826,21,none,true,m,07,none,0,840,840,812,5499,840,826,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.7541078,0.24589224,0.5603209,-0.5603209,619
1937203551,196,2028,"","Dositheou 42, Strovolos",2019-08-01,1,"","",0,8,0,0,2019-08-01 00:04:49,31,2019,"",Mastercard-Carte Bancaire,Mastercard,010,MasterCard,MasterCard,26,MASTERCARD,false,4,2021,Credit,1,false,STANDARD,1,MasterCard,MASTERCARD CARD,32,Mastercard-Carte Bancaire,CREDIT,TRUE CREDIT (NO PIN/SIGNATURE CAPABILITY),6,7995,1,ECOM,"","",Cyprus,250,France,"","",0,1,00,Payment,Approved,21,0,00,513184,"","","","","",30.000000,false,false,false,16173,France,250,0012653,5007475,30.000000,978,"",102,21,MCS,Standard Mastercard Card,MCS,true,Foreign - EEA,Transaction approved,1,Credit,"","","",0,true,"",0,0,1,1,"","",0.0,2019-08-01T00:04:49.000Z,2021-04-30,none,1564617889,30.0,true,true,false,false,false,false,638,2,212,72,54.5663534779,68.03488505610636,25.149817737473313,35.680395197807,4.4172335449716045E-4,212,0,46.8645186949,149.40876527918485,1.117272737142989,2.391871606613031,0.0023676831909992613,210,38976,25.7142857143,6.463890008341611,67186.05357142857,107445.43067585047,0.0,212,2,52.8764409109,102.76938792414929,4.51564201793618,7.034574503570312,0.0,60.1,57.927558560812194,28.78,29.898665590317453,0.08133542839877755,0.1017416495081256,39.19055832,40.914551258602806,1.36,1.792956741684255,-0.05136218320632297,0.10148005527801761,23.2,5.869325309764039,52284.2,52627.77227910398,-0.38897408697476765,-0.13869229689613893,74.91942576,96.20992101414906,6.5,6.418245675495789,0.21448979403642257,0.2820864262730721,false,false,false,false,false,false,false,false,false,false,false,false,none,196,21,none,false,none,none,none,0,978,250,102,7995,250,196,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,0.0,0.86757195,0.13242804,0.9398296,-0.9398296,620
1937203547,826,NW10 7PN,"","Suite 617, Crown House, North Circular Road",2019-08-01,1,"","",0,8,"",0,2019-08-01 00:04:49,31,2019,"",VisaDebit,Visa,005,VISA.,VISA.,14,VISA,false,8,2024,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,"","",7399,1,ECOM,"","",United Kingdom,840,United States,M,M,1,1,00,Payment,Approved,07,0,00,441105,"","","","","",26.814512,false,false,false,"",United States,840,441199,144239,29.900000,840,"",812,21,F,Visa Classic,"",false,Foreign - REST,Transaction approved,2,Debit,"","","",0,true,"",0,1,1,1,"","",0.0,2019-08-01T00:04:49.000Z,2024-08-31,none,1564617889,26.814512,true,false,true,false,none,none,1857,3,191,3037,30.2332160602,30.61458732228826,1939.3279962326349,20690.383960566767,0.002567064561673726,212,39,115.4211855709,486.4880492796789,30.368271752718158,44.46791059775567,0.006461138257109713,0,742956,26.8145120000,0.0,742956.0,0.0,0.0,212,1,51.7030925526,481.13692311946426,2.9407890205580367,4.268624463796072,0.0,32.3520453,25.736007797326142,933.82,1356.1836563666143,0.06920979262253306,-0.04859784130391223,132.1615908,246.91815306355284,44.4,44.68803428394748,0.0344107224296399,0.3155472802446003,26.814512,0.0,0.0,0.0,0.0,0.0,81.06771308,145.8572804789995,2.04,1.6898254951567135,0.06103173362171769,-0.21102559576228647,false,false,false,false,false,false,false,false,false,false,false,false,none,826,21,none,false,none,07,none,0,840,840,812,7399,840,826,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.3260102,0.67398983,-0.36314318,0.36314318,621
1937203545,196,2064,"","Prodromou & Zinonos Kitieos 2, Palaceview House",2019-08-01,1,"","",0,8,0,0,2019-08-01 00:04:49,31,2019,"",MasterCardDebit,Mastercard,010,MasterCard,MasterCard,1,MASTERCARD,false,10,2021,Debit,2,false,STANDARD,1,MasterCard,CIRRUS,65,MasterCard,DEBIT,"","",7995,1,ECOM,"","",Cyprus,36,Australia,M,M,1,1,00,Payment,Approved,21,0,00,521729,"","","","","",24.690810,false,false,false,"",Australia,36,0011024,146395,40.000000,36,"",812,21,MDS,Debit Mastercard Card,MDS,false,Foreign - MASTER,Transaction approved,2,Debit,"","","",0,true,"",1,1,1,1,"","",0.0,2019-08-01T00:04:49.000Z,2021-10-31,none,1564617889,24.69081,true,false,true,false,none,none,822,2,111,14,28.0452757818,58.99580728452534,10.989389166664749,266.3476887533988,0.0018645948945615982,212,2,46.8645200474,149.40876973549115,1.1172726833001545,2.3918716696249085,0.0023676831909992613,108,970,25.6381660233,33.40313629363715,1058.4027616738695,7742.300078544118,0.0011594813955939707,212,6,36.0627320513,122.19421396896338,5.084028239599165,7.275554334051416,0.005907451180179134,35.3140307,61.75001335127163,11.06,10.921631783590149,0.12320799142800448,2.6510773818138006E-4,39.06710426,40.96847225510223,1.32,1.8006801436101403,-0.05218847462036072,0.08475676988625276,24.07634634,30.069346010394124,972.9,965.111101778189,-0.04675667786313537,-0.011043586635297097,31.35900834,45.1005289827176,4.96,4.956792906544245,-0.03849383337000492,-0.01704725631951949,false,false,false,false,false,false,false,false,false,false,false,false,none,196,21,none,true,none,none,none,0,36,036,812,7995,036,196,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,0.0,1.0,0.0,4.0,3.0,0.0,0.87128407,0.12871595,0.95618,-0.95618,622
1937203553,196,2064,"","Prodromou & Zinonos Kitieos 2, Palaceview House",2019-08-01,1,2,BwABBkCEODlVh1Z5GYQ4EHgWx9c=,0,8,"",0,2019-08-01 00:04:50,31,2019,"",VisaDebit,Visa,005,VISA.,VISA.,14,VISA,false,5,2020,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,NON USA CONSUMER DEBIT - NO PIN ACCESS,9,7995,1,ECOM,"","",Cyprus,36,Australia,M,M,1,1,00,Payment,Approved,06,0,00,401795,"","","","","",30.863512,false,false,false,977,Australia,36,455702,146395,50.000000,36,"",812,21,F,Visa Classic,"",false,Foreign - REST,Transaction approved,2,Debit,"",83448478,Y2syeTNmTXZwa2w2aFNoYVM0YzA=,0,true,3,1,1,1,1,"","",0.0,2019-08-01T00:04:50.000Z,2020-05-31,none,1564617890,30.863512,true,false,true,false,false,none,304,2,111,1,28.0452719226,58.99577345762385,10.98939263029405,266.34753555971656,0.0018645948945615982,212,0,46.8645154736,149.4087564876543,1.1172726618406639,2.3918714768104534,0.0023676831909992613,108,418,27.6346479849,37.99875902624532,1727.2148262813898,10123.90549126799,6.879944960440316E-4,212,1,36.0627288950,122.19419715799995,5.084028493832026,7.275553340370161,0.005907451180179134,35.5609388,61.680941747196435,11.18,10.920286308573804,0.12739331034957002,7.15634065490402E-4,39.64547712,40.675404866375914,1.24,1.720939468157211,-0.048317371239191796,0.05131017253610646,58.17154786,82.37230235770444,550.56,461.68953964802813,0.8036288725641936,-0.11622538626978207,31.35900834,45.100528982717606,5.06,4.925609876255043,-0.038493812835629006,-0.003302634549965902,true,false,false,false,false,false,false,false,false,false,false,false,none,196,21,none,true,none,06,3,0,36,036,812,7995,036,196,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,0.0,0.8788494,0.121150605,0.9907896,-0.9907896,623
1937203559,"","","","",2019-08-01,1,"","",0,8,"",0,2019-08-01 00:04:50,31,2019,"",VisaDebit,Visa,005,VISA.,"",14,VISA,false,2,2022,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,DEBIT HYBRID (PIN AND SIGNATURE),4,5968,"","","","",United States,840,United States,"","","","",00,Payment,APPROVAL,"","","",434769,"","","","","",8.959096,false,false,false,3487,United States,840,441199,5012737,9.990000,840,"","",6,F,Visa Classic,"",true,"","",2,Debit,"","","","",false,"","","","","","","",0.0,2019-08-01T00:04:50.000Z,2022-02-28,none,1564617890,8.959096,false,true,true,false,true,true,942,2,212,51,9.7619832414,19.54205299647339,28.068187216046216,82.20383296962852,0.0,212,51,17.7674891080,1338.5962190848802,27.912646081310278,76.2416602377777,3.047758373716132E-6,212,7470,9.7656419045,14.938294962598823,45273.86634844869,62628.78109015499,0.0,212,1,51.7030885568,481.13688459997803,2.9407887089679,4.268624191970451,0.0,5.2626296,7.5512662739367835,29.36,25.154834809350557,-0.23023955785054742,0.01571475121398614,5.2626296,7.5512662739367835,29.36,25.154834809350557,-0.009341771125387489,0.018983767066139495,7.141979,5.974035396442734,37774.32,36826.907189173515,-0.17563335782757636,-0.1197460052376397,77.56837444,144.99840277914663,2.06,1.671001166354824,0.053758684297722584,-0.20634018582022715,false,false,false,false,false,false,false,false,false,false,false,false,hybrid,none,6,none,false,none,none,none,none,840,840,none,5968,840,840,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.77167183,0.2283282,0.6088877,-0.6088877,624
1937203561,470,STJ 3148,"","GIG Beach, Triq Id-Dragunara",2019-08-01,1,4,AAABA1UUFwAAAFdXSBQXAAAAAAA=,0,8,"",0,2019-08-01 00:04:50,31,2019,"",VisaDebit,Visa,005,VISA.,VISA.,14,VISA,false,5,2022,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,NON USA CONSUMER DEBIT - NO PIN ACCESS,9,7995,1,ECOM,"","",Malta,826,United Kingdom,M,M,1,1,00,Payment,Approved,05,0,00,446291,"","","","","",10.918642,false,false,false,"",United Kingdom,826,476220,5012349,10.000000,826,"",812,21,F,Visa Classic,"",false,Foreign - EMEA,Transaction approved,2,Debit,"",83448480,QklMNDF3RktrUW1wcU95NGRMVjA=,0,true,2,1,1,1,1,"","",0.0,2019-08-01T00:04:50.000Z,2022-05-31,none,1564617890,10.918642,true,false,true,false,false,none,1034,2,212,4,51.6304281398,133.94555834964203,37.87421456469465,128.0947625244523,0.0013198603502597144,212,1,46.8645176662,149.4087607805718,1.1172726689938266,2.3918715495823886,0.0023676831909992613,86,93826,67.8078862249,110.78713445909331,47718.775147928995,187894.27773192435,0.0,212,4,61.5035077594,272.54399364655734,4.182785673475707,7.445103759591698,0.0033354543401958167,48.17298798,151.56283027432602,27.16,32.03783477613394,-0.025812279275248106,-0.08364287776909993,39.55055832,40.74927935519767,1.32,1.8006801436101405,-0.04895268060580195,0.08475678012122718,51.1894096,70.01499147298641,23129.16,37006.301405141305,-0.15000366880177912,-0.13086941999911195,46.42564396,56.402449497355676,7.72,5.547715102377091,-0.055322678726699055,0.4751061154745115,false,false,false,false,false,false,false,false,false,false,false,false,none,470,21,none,true,none,05,2,0,826,826,812,7995,826,470,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.8787428,0.12125717,0.99028933,-0.99028933,625
1937203563,826,M4 6JP,"",36 Butler Street,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:04:50,31,2019,"",VisaDebit,Visa,005,VISA.,VISA.,14,VISA,false,5,2024,Debit,2,false,PREPAID,2,Visa,PLATINUM,10,VisaDebit,DEBIT,SIGNATURE ONLY (NOT PIN CAPABLE),5,5940,2,MOTO,1,MailOrder,United Kingdom,392,Japan,"","",0,0,00,Payment,Approved,"",0,00,401924,"","","","","",0.991377,false,true,false,2161,Japan,840,401924,5016193,120.000000,392,"",012,21,F,Visa Classic,"",false,Foreign - REST,Transaction approved,2,Debit,"","","",0,false,"",0,0,1,1,"","",0.0,2019-08-01T00:04:50.000Z,2024-05-31,none,1564617890,0.991377,false,false,false,false,false,true,1765,3,212,530,74.0313297785,224.26231921564582,499.8701110838178,3615.770158379022,3.0115946393615418E-5,212,213,81.2406792249,243.40485158537751,494.0616148264048,3224.412278851379,1.4878738282993602E-4,86,105645,12.4863783434,56.2524700792644,81094.63636363637,221020.54181993267,0.0,212,10,158.1316118186,455.47212102139633,5.387533919975623,9.020786809826484,0.0011947868346433312,25.0867949,71.33315099323328,211.14,151.82764261235334,-0.21824680601575328,-0.0798530045984056,42.55183986,142.4249323598022,214.26,152.3781292893251,-0.15894851360976006,-0.08677600462620666,3.56677588,4.140988092158359,47802.4,82110.8923943463,-0.15856374752666932,-0.15062960252246524,229.89845714,427.24687147478147,7.7,6.7408289928023,0.15756583555643944,0.2563486011558738,false,false,false,false,false,false,false,false,false,false,false,false,signature,826,21,none,false,none,none,none,0,392,392,012,5940,392,826,1.0,0.0,0.0,32.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,3.0,93.0,5.0,0.0,0.0,0.79834884,0.20165119,0.6880031,-0.6880031,626
