processedtransactionid,acceptorcountrycode,acceptorpostalcode,acceptorstatecode,acceptorstreetaddress,authdate,authday,authenticationindicator,authenticationvalue,authhour,authmonth,authorizationtype,authresult,authtimestamp,authweekofyear,authyear,avs_rslt,brandcardtype,brandcategory,brandcode,branddescription,card_brnd_tr,cardbrand,cardbrand_bindb,cardcommercial,cardexpirymonth,cardexpiryyear,cardissuetype,cardissuetypeid,cardprepaid,cardproduct_bindb,cardschemaid,cardschemaname,cardsubtype,cardsubtypeid,cardtype,cardtype_bindb,cardusage,cardusageid,categorycodegroup,channel,channelname,channelsubtype,channelsubtypename,country_mid,countryid,countryname,cv2_rslt,cvvresponse,cvvresult,ddresult,detailedcode,transactiontype,detailedmessage,eci_sli,effectivedwoindicator,ext_rc,firstsixdigits,fraudflag,fraudimportdate,fraudreportdate,initialrecurring,int_rc,internalamount,iscommercial,isprepaid,isprivatelabel,issuercode,issuercountry,issuercountrycode,issuerid,memberid,originalamount,originalcurrencyid,parenttransactionid,pos_mode,processorid,productcode,productdescription,productsubcode,recurringpayments,reg,resp_code,servicetypeid,servicetypename,submerchantid,threedsecureenrollmentid,threedxid,ucaf_ind,use3dsecure,vbv_rslt,avsthere,cv2there,expthere,threedthere,cb_flag,fraud_related_cb_flag,doublelabel_cb,timestamp,cardexpirydate,submerchant,timestamp_unix,euramount,threedsused,recurring,cvvused,cardprivate,pinaccess,signatureaccess,diffcardexpirydate,diffcardexpirydatebucketed,difffirsttimestampmerch,diffprevtimestampmerch,avginternalamountmerch,stddevinternalamountmerch,avgdiffprevtimestampmerch,stddevdiffprevtimestampmerch,fraudratiomerch,difffirsttimestampmcc,diffprevtimestampmcc,avginternalamountmcc,stddevinternalamountmcc,avgdiffprevtimestampmcc,stddevdiffprevtimestampmcc,fraudratiomcc,difffirsttimestampcard,diffprevtimestampcard,avginternalamountcard,stddevinternalamountcard,avgdiffprevtimestampcard,stddevdiffprevtimestampcard,fraudratiocard,difffirsttimestampcountry,diffprevtimestampcountry,avginternalamountcountry,stddevinternalamountcountry,avgdiffprevtimestampcountry,stddevdiffprevtimestampcountry,fraudratiocountry,avginternalamountmerch50,stddevinternalamountmerch50,avgdiffprevtimestampmerch50,stddevdiffprevtimestampmerch50,dispAvgInternalamountmerch50,dispAvgprevtsdiffmerch50,avginternalamountmcc50,stddevinternalamountmcc50,avgdiffprevtimestampmcc50,stddevdiffprevtimestampmcc50,dispAvgInternalamountmcc50,dispAvgprevtsdiffmcc50,avginternalamountcard50,stddevinternalamountcard50,avgdiffprevtimestampcard50,stddevdiffprevtimestampcard50,dispAvgInternalamountcard50,dispAvgprevtsdiffcard50,avginternalamountcountry50,stddevinternalamountcountry50,avgdiffprevtimestampcountry50,stddevdiffprevtimestampcountry50,dispAvgInternalamountcountry50,dispAvgprevtsdiffcountry50,bool2x_Avginternalamountcard50,bool2x_curr_Avginternalamountcard,bool2x_Avgdiffprevtimestampcard50,bool2x_Avginternalamountmerch50,bool2x_curr_Avginternalamountmerch,bool2x_Avgdiffprevtimestampmerch50,bool2x_Avginternalamountmcc50,bool2x_curr_Avginternalamountmcc,bool2x_Avgdiffprevtimestampmcc50,bool2x_Avginternalamountcountry50,bool2x_curr_Avginternalamountcountry,bool2x_Avgdiffprevtimestampcountry50,cardaccess,acceptorcountry,processor,digitalwalletoperator,avsused,avsresult,eci,cavvresult,ucafindicator,currency,cardcountry,posentrymode,mcccode,merchantcountry,midcountry,threedsused_index,initialrecurring_index,recurring_index,acceptorpostalcode_index,cvvused_index,cardprepaid_index,cardcommercial_index,cardprivate_index,pinaccess_index,signatureaccess_index,bool2x_Avginternalamountcard50_index,bool2x_curr_Avginternalamountcard_index,bool2x_Avgdiffprevtimestampcard50_index,bool2x_Avginternalamountmerch50_index,bool2x_curr_Avginternalamountmerch_index,bool2x_Avgdiffprevtimestampmerch50_index,bool2x_Avginternalamountmcc50_index,bool2x_curr_Avginternalamountmcc_index,bool2x_Avgdiffprevtimestampmcc50_index,bool2x_Avginternalamountcountry50_index,bool2x_curr_Avginternalamountcountry_index,bool2x_Avgdiffprevtimestampcountry50_index,transactiontype_index,cardaccess_index,channel_index,channelsubtype_index,acceptorcountry_index,acceptorstatecode_index,processor_index,cvvresult_index,ddresult_index,digitalwalletoperator_index,avsused_index,avsresult_index,eci_index,cavvresult_index,ucafindicator_index,currency_index,cardbrand_index,brandcardtype_index,cardcountry_index,cardtype_index,posentrymode_index,mcccode_index,merchantcountry_index,midcountry_index,prediction,prob1,prob2,rawpred1,rawpred2,rank
1937201087,826,NE30 1AR,"",Howard Street29,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:49,31,2019,"",Visa,Visa,005,VISA.,VISA.,2,VISA,false,2,2020,Credit,1,false,CLASSIC,2,Visa,CLASSIC,3,Visa,CREDIT,TRUE CREDIT (NO PIN/SIGNATURE CAPABILITY),6,5969,1,ECOM,"","",United Kingdom,392,Japan,"","",0,1,00,Payment,Approved,07,0,00,429769,"","","","","",4.461196,false,false,false,10105,Japan,392,429769,5006625,540.000000,392,"",812,21,F,Visa Classic,"",false,Foreign - REST,Transaction approved,1,Credit,"","","",0,true,"",0,0,1,1,"","",0.0,2019-08-01T00:00:49.000Z,2020-02-28,none,1564617649,4.461196,true,false,false,false,false,false,211,2,212,90,191.0137915591,492.1559613828148,83.80943535214425,226.24978843917248,0.0010031309845882604,212,90,165.7997835779,330.38894967903184,27.84476253310186,60.27982951428318,9.138163545691873E-4,212,12318,214.7388370397,507.6513681920634,150496.73015873015,174222.05096276014,0.0,212,2,158.1309718129,455.4718118005265,5.38750975768011,9.02079830918653,0.0011947868346433312,206.03986378,398.4393183991707,58.22,87.93278741198198,0.030531118994639613,-0.11310258245401188,199.22603996,386.15182618493793,36.96,74.97835333873206,0.10117244058729306,0.15121538233180146,269.37797494,633.1947876642862,145855.08,140805.34359248425,0.10763122355976391,-0.02664215082465256,147.71919288,245.04101058698703,6.74,5.745663848610053,-0.02285932666555402,0.14993021636927095,false,false,false,false,false,false,false,false,false,false,false,false,none,826,21,none,false,none,07,none,0,392,392,812,5969,392,826,0.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,13.0,5.0,0.0,0.0,0.8598694,0.1401306,0.9071028,-0.9071028,115
1937201091,826,W1T 2NS,"",48 Charlotte Street,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:49,31,2019,"",Visa,Visa,005,VISA.,VISA.,2,VISA,false,10,2023,Credit,1,false,CLASSIC,2,Visa,CLASSIC,3,Visa,CREDIT,"","",5399,1,ECOM,"","",United Kingdom,840,United States,M,M,1,1,00,Payment,Approved,07,0,00,426684,"","","","","",50.203223,false,false,false,"",United States,840,447458,146645,55.980000,840,"",812,21,A,Visa Traditional,"",false,Foreign - REST,Transaction approved,1,Credit,"","","",0,true,"",1,1,1,1,"","",0.0,2019-08-01T00:00:49.000Z,2023-10-31,none,1564617649,50.203223,true,false,true,false,none,none,1552,3,66,7,33.7720342170,19.448595865498394,711.327482447342,16533.336025034107,0.0047748976807639835,212,2,59.7723827707,248.39133903400526,16.720939488628844,23.030544008250008,0.0036345028694781396,2,86008,32.6424296000,9.12408546551019,164349.8,323644.2794731586,0.0,212,4,51.7022367178,481.1402851344775,2.940804775691522,4.268652760664489,0.0,35.80679,14.835707731422644,53.26,62.33445340766736,0.1046222461031049,-0.03980246221639257,46.50496512,61.35270504386825,14.1,14.799682842713148,-0.05341336659441118,-0.11380276070291567,32.6424296,9.12408546551019,164349.8,323644.2794731586,0.0,0.0,68.6230891,116.36435140671666,2.0,2.138089935299395,0.03516823035815982,-0.2203985258208423,false,false,false,false,false,false,false,false,false,false,false,false,none,826,21,none,true,none,07,none,0,840,840,812,5399,840,826,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.33522686,0.6647731,-0.34231913,0.34231913,116
1937201109,826,W1F 8BH,"","Medius House, 2 Sheraton Street",2019-08-01,1,4,0000010866939425278921137893940000000000,0,8,"",0,2019-08-01 00:00:50,31,2019,"",Visa,Visa,005,VISA.,VISA.,"",VISA,"",2,2023,"","","",CLASSIC,2,Visa,"","","",DEBIT,"","",6211,1,ECOM,"","",United Kingdom,392,Japan,M,M,1,3,00,Payment,Approved,05,0,00,470881,"","","","","",165.229499,false,false,false,"",Japan,"",470881,5011931,20000.000000,392,"",812,21,F,Visa Classic,"",false,Foreign - REST,Transaction approved,2,Debit,"","",d21d240e065a4532b7f0c53db3115ad600000000,0,true,2,1,1,1,1,"","",0.0,2019-08-01T00:00:50.000Z,2023-02-28,none,1564617650,165.229499,true,false,true,false,none,none,1307,3,212,5,258.4220099493,607.8569165685475,65.1890572768148,422.5069619653472,4.335463732039438E-5,212,5,387.7855048817,1062.7042622049737,40.90377688403159,101.95278411015106,0.0024353561050099223,146,51324,236.3750243997,389.6897809968784,22735.15780445969,50136.03845219048,0.0,212,1,158.1309266144,455.4717524417958,5.387508761320597,9.020797169631535,0.0011947868346433312,283.37767894,464.87143102836603,23.54,20.757305082445416,0.04105516991001581,-0.098576026021154,315.39129066,444.1677263521573,20.02,17.28452180066174,-0.0681226346749484,-0.20483773019350313,192.20215616,422.07667989104266,26148.76,43735.72082198686,-0.11335393021264231,0.06808679546541169,146.6535095,245.5556184771244,6.58,5.764387501314093,-0.02519896580384902,0.13219355410117392,false,false,false,false,false,false,false,false,false,false,false,false,none,826,21,none,true,none,05,2,0,392,392,812,6211,392,826,0.0,0.0,0.0,2273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,19.0,5.0,0.0,0.0,0.85083103,0.14916895,0.87056696,-0.87056696,117
1937201099,528,7311CC,"",Roggestraat 111,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:50,31,2019,"",MasterCard,Mastercard,010,MasterCard,"",1,MASTERCARD,false,4,2023,Credit,1,false,STANDARD,1,MasterCard,MASTERCARD STANDARD,33,MasterCard,CREDIT,"","",5967,1,ECOM,"","",Netherlands,380,Italy,"","",0,0,00,Capture,Approved,"",0,"",520942,"","","","","",60.000000,false,false,false,"",Italy,380,0009740,5012129,60.000000,978,1937201085,"",21,MCC,Mastercard Credit Card (mixed BIN),MCC,true,"","",1,Credit,M72241660,"","","",true,"","","","","","","",0.0,2019-08-01T00:00:50.000Z,2023-04-30,m72241660,1564617650,60.0,true,true,true,false,none,none,1368,3,212,55,28.7050345340,36.88298847359931,13.177338122509584,42.28783777817029,0.006754029221268263,212,14,31.4274471679,106.05007162864456,3.563839341651925,4.826972251249193,0.0,67,1909870,15.6666666667,14.835205874315777,1535563.6666666667,836090.3365093591,0.3333333333333333,212,9,58.7763805485,131.22884818938837,12.940943491137638,26.376389652049717,0.004655387111146653,34.8132,48.80867267532001,14.16,11.713170678639441,0.16560928815115408,0.0232374585488427,35.34465966,50.51736701085499,5.8,7.679817174694636,0.03693738657543673,0.4632636240594441,15.6666666667,14.835205874315777,1535563.6666666667,836090.3365093591,0.0,0.0,132.75888064,368.9933539847171,22.64,20.10762876855144,0.5637670459831292,0.36771736529561944,false,true,false,false,true,false,false,false,false,true,false,false,none,528,21,none,false,none,none,none,none,978,380,none,5967,380,528,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,7.0,2.0,0.0,0.58556,0.41443998,0.17282027,-0.17282027,118
1937201111,196,2064,"","Prodromou & Zinonos Kitieos 2, Palaceview House",2019-08-01,1,4,jJzS/USMCq29CBAAAWBUBYUAAAA=,0,8,0,0,2019-08-01 00:00:51,31,2019,"",MasterCardDebit,Mastercard,010,MasterCard,MasterCard,1,MASTERCARD,false,6,2022,Debit,2,false,STANDARD,1,MasterCard,CIRRUS,65,MasterCard,DEBIT,"","",7995,1,ECOM,"","",Cyprus,36,Australia,M,M,1,1,00,Payment,Approved,21,0,00,521729,"","","","","",12.345405,false,false,false,"",Australia,36,0011024,146395,20.000000,36,"",812,21,MDS,Debit Mastercard Card,MDS,false,Foreign - MASTER,Transaction approved,2,Debit,"",83448146,eUFhTVdUdGNTcm5BRlhTSXhVbDA=,2,true,"",1,1,1,1,"","",0.0,2019-08-01T00:00:51.000Z,2022-06-30,none,1564617651,12.345405,true,false,true,false,none,none,1064,2,111,15,28.0450939433,58.99552910506174,10.989316490065463,266.35013353143773,0.0018645948945615982,212,6,46.8646238824,149.40955043160426,1.1172711431877973,2.3918778980661863,0.0023676831909992613,56,356,23.0661022562,39.685753889573164,806.8324119871982,9141.705619939437,0.003192488262910798,212,8,36.0628097633,122.19488306819459,5.0840265368578885,7.275578946290725,0.005907451180179134,29.78328928,47.1676974414548,8.42,8.02315526511629,0.029463170566782278,-0.009646387092057538,52.14527218,77.9162156782365,1.4,1.6035674514745464,0.03534344546480209,0.11820371643585426,17.5551657,11.26941168297208,516.74,649.146403725221,-0.13886435347894238,-0.03173285424488652,38.25291902,50.55880633363452,4.64,5.00106111189395,0.01792308484372247,-0.06102971875307117,false,false,false,false,false,false,false,false,false,false,false,false,none,196,21,none,true,none,none,none,2,36,036,812,7995,036,196,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,5.0,0.0,1.0,0.0,4.0,3.0,0.0,0.8748021,0.1251979,0.97205096,-0.97205096,119
1937201119,196,1087,"","Riga Feraiou 7-9, Lizantia court, office 310",2019-08-01,1,4,AAABCQJ2UAAAABJQQXZQAAAAAAA=,0,8,"",0,2019-08-01 00:00:53,31,2019,"",VisaElectron,Visa,007,VISA Electron,VISA Electron,15,VISA,false,11,2021,Debit,2,false,ELECTRON,2,Visa,ELECTRON,5,VisaElectron,DEBIT,NON USA CONSUMER DEBIT - NO PIN ACCESS,9,7995,1,ECOM,"","",Cyprus,250,France,M,M,1,0,00,Payment,Approved,05,0,00,497049,"","","","","",50.000000,false,false,false,6673,France,250,497016,146709,50.000000,978,"",102,21,L,Visa Electron,"",false,Foreign - EMEA,Transaction approved,2,Debit,"",83448124,SFlyT3c5NzVYNmZRNmN1emxPbjA=,0,true,2,1,1,1,1,"","",0.0,2019-08-01T00:00:53.000Z,2021-11-30,none,1564617653,50.0,true,false,true,false,false,none,852,2,55,15,47.4122916227,68.18711421198122,75.04734854495256,1408.1139164994054,1.5755199215741194E-4,212,2,46.8646217768,149.40954611808925,1.1172714410182452,2.391878129110199,0.0023676831909992613,51,3772,18.6885245902,8.558701193535066,83303.34426229508,148074.3025844216,0.0,212,6,52.8763817062,102.76952895112046,4.51561847473714,7.034574617831584,0.0,42.94,72.01967134904524,93.22,135.64679374412512,-0.0655885158711435,0.012905668527319832,51.95543458,78.00308079213853,1.52,1.7171404801504822,0.03407287509712641,0.1683733606994323,17.8,7.570080742566725,71742.76,126542.78924579026,-0.10381535353415058,-0.07807285977730034,68.00667934,85.51385593550273,4.98,5.140832934973294,0.14722552285898208,0.06601415870772388,false,true,false,false,false,false,false,false,false,false,false,false,none,196,21,none,true,none,05,2,0,978,250,102,7995,250,196,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,3.0,0.0,2.0,0.0,3.0,3.0,0.0,0.80058956,0.19941045,0.6949915,-0.6949915,120
1937201133,826,NW10 7PN,"","Suite 617, Crown House, North Circular Road",2019-08-01,1,"","",0,8,0,0,2019-08-01 00:00:54,31,2019,"",MasterCard,Mastercard,071,MC Platinum,MC Platinum,1,MASTERCARD,false,11,2020,Credit,1,false,PLATINUM,1,MasterCard,MASTERCARD STANDARD,33,MasterCard,CREDIT,"","",5816,1,ECOM,"","",United Kingdom,826,United Kingdom,M,M,1,1,00,Payment,Approved,21,0,00,552213,"","","","","",2.100000,false,false,false,"",United Kingdom,826,0009492,5015597,2.100000,978,"",812,21,MPL,Platinum Mastercard Card,MPL,false,Domestic - UK,Transaction approved,1,Credit,"","","",0,true,"",0,1,1,1,"","",0.0,2019-08-01T00:00:54.000Z,2020-11-30,none,1564617654,2.1,true,false,true,false,none,none,487,2,206,154,42.3417076695,39.145366758229684,1360.6011511895626,30619.694551448254,0.0020753777187448117,212,154,21.2781485588,29.831975475142706,55.06241094243199,103.01480127162947,0.011998860108289712,26,154,32.1289596667,0.22197271053517517,979231.0,850088.4310758499,0.0,212,15,61.5036466484,272.545029819485,4.182762700373109,7.445118190375403,0.0033354543401958167,36.26118016,27.884431394599137,559.96,909.328749065788,-0.15533198467789724,-0.026147914370742598,31.94463828,49.64417792161166,70.4,70.08973839708226,0.357552242227062,0.1488872362829285,32.1289596667,0.22197271053517517,979231.0,850088.4310758499,0.0,0.0,72.46955134,153.1046818420793,8.1,7.551861508588328,0.04023520333085161,0.5261484370645528,false,false,false,false,false,false,false,false,false,false,false,false,none,826,21,none,false,none,none,none,0,978,826,812,5816,826,826,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,23.0,2.0,0.0,0.0,0.62957984,0.37042016,0.26520738,-0.26520738,121
1937201141,"","","","",2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:54,31,2019,"",MasterCardDebit,Mastercard,010,MasterCard,"",1,MASTERCARD,false,4,2020,Debit,2,false,STANDARD,1,MasterCard,CIRRUS,65,MasterCard,DEBIT,"","",5968,"","","","",United States,840,United States,"","","","",00,Payment,APPROVAL,"","","",531257,"","","","","",0.887838,false,false,false,"",United States,840,0010330,5012737,0.990000,840,"","",6,MDJ,Debit Mastercard (Enhanced),MDJ,true,"","",2,Debit,"","","","",false,"","","","","","","",0.0,2019-08-01T00:00:54.000Z,2020-04-30,none,1564617654,0.887838,false,true,true,false,none,none,273,2,212,10,9.7620216732,19.54210542185676,28.068060452551368,82.20403626269227,0.0,212,10,17.7675761258,1338.6002983012102,27.912519067451157,76.24184020056305,3.047758373716132E-6,165,90278,1.4471866000,0.7792120558072109,2967745.4,3963677.32891898,0.0,212,5,51.7022364771,481.14024651102784,2.94080494574655,4.268652439093998,0.0,5.31134384,7.519619995410705,27.46,23.409582897364306,-0.22774812319977372,-0.007396965893599693,5.31134384,7.519619995410705,27.46,23.409582897364306,-0.009305415740313183,-0.005935311454455351,1.4471866,0.7792120558072109,2967745.4,3963677.32891898,0.0,0.0,69.46626648,116.06880546953428,2.08,2.1365621823817045,0.03692069023889658,-0.20165730474164625,false,false,false,false,false,false,false,false,false,false,false,false,none,none,6,none,false,none,none,none,none,840,840,none,5968,840,840,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.77167183,0.2283282,0.6088877,-0.6088877,122
1937201137,380,20124,"",Piazza della Repubblica 28,2019-08-01,1,"","",0,8,0,0,2019-08-01 00:00:54,31,2019,"",MasterCard,Mastercard,010,MasterCard,MasterCard,1,MASTERCARD,false,9,2022,Credit,1,false,STANDARD,1,MasterCard,MASTERCARD STANDARD,33,MasterCard,CREDIT,"","",5499,1,ECOM,"","",Italy,380,Italy,M,M,1,0,00,Payment,Approved,21,0,00,510020,"","","","","",894.100000,false,false,false,"",Italy,380,0009115,5007421,894.100000,978,"",812,21,MCS,Standard Mastercard Card,MCS,false,Domestic - EuroZone,Transaction approved,1,Credit,"","","",0,false,"",0,1,1,1,"","",0.0,2019-08-01T00:00:54.000Z,2022-09-30,none,1564617654,894.1,false,false,true,false,none,none,1156,3,212,221,355.6751179535,455.89018478634307,1999.6701965065502,4549.781555614129,2.183406113537118E-4,212,43,81.5317590646,138.244837615555,16.391665846346594,24.02837046642117,0.014971222630430223,1,221,512.5933333333,512.7345414864628,248236.0,428440.2234629704,0.0,212,4,58.7763814130,131.22880183668346,12.940940706854832,26.3763805425634,0.004655387111146653,604.5194,727.3240367443959,157.64,155.82404519593402,0.5458425962013705,-0.4048612387189462,149.05678682,359.90592182735793,17.78,18.77611378799116,0.4884452028739064,0.057778955738740444,512.5933333333,512.7345414864628,248236.0,428440.2234629704,0.0,0.0,131.95908064,369.1091520473682,22.78,19.984984159031367,0.5576725398901161,0.37302537689991017,false,false,false,false,true,false,false,true,false,true,true,false,none,380,21,none,false,none,none,none,0,978,380,812,5499,380,380,1.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,4.0,7.0,9.0,0.0,0.8021849,0.1978151,0.7000032,-0.7000032,123
1937201135,826,EC2Y 9DT,"",1 Fore Street,2019-08-01,1,"","",0,8,"",0,2019-08-01 00:00:54,31,2019,"",VisaDebit,Visa,005,VISA.,"",14,VISA,false,10,2019,Debit,2,false,CLASSIC,2,Visa,CLASSIC,3,VisaDebit,DEBIT,NON USA CONSUMER DEBIT - NO PIN ACCESS,9,8299,1,ECOM,"","",United Kingdom,826,United Kingdom,"","",0,0,00,Capture,Approved,"",0,"",465859,"","","","","",19.980847,false,false,false,29,United Kingdom,826,465865,5009567,22.280000,840,1937201129,"",21,F,Visa Classic,"",true,"","",2,Debit,"","","","",true,"","","","","","","",0.0,2019-08-01T00:00:54.000Z,2019-10-31,none,1564617654,19.980847,true,true,true,false,false,none,91,2,212,82,118.9290849766,95.9104405902067,50.570558532592344,124.27400408305732,0.005518838999795599,212,82,115.7721156612,164.82031390090555,41.49965675290514,89.55680709407815,0.004835241598358419,211,97,110.1221818421,80.63834647115289,995700.8421052631,981886.0410751037,0.0,212,0,61.5036330832,272.54500017926927,4.182765170544746,7.445119134803205,0.0033354543401958167,122.36780516,85.98638529566566,57.84,54.26516904450378,0.03585344997102569,0.058495270358788785,131.96609088,96.78258381181143,55.78,51.11503233504058,0.09825230176746448,0.15945569868400472,110.1221818421,80.63834647115289,995700.8421052631,981886.0410751037,0.0,0.0,72.2931785,153.1820938836594,8.38,7.54277597358924,0.03958812456549583,0.5637565703730272,false,false,false,false,false,false,false,false,false,false,false,true,none,826,21,none,false,none,none,none,none,840,826,none,8299,826,826,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,2.0,0.0,0.0,0.6081632,0.39183682,0.21979886,-0.21979886,124
1937201147,196,1087,"","Riga Feraiou, 9, LIZANTIA COURT, Flat/Office 310",2019-08-01,1,"","",0,8,0,0,2019-08-01 00:00:55,31,2019,"",MasterCard,Mastercard,010,MasterCard,MasterCard,1,MASTERCARD,false,7,2020,Debit,2,false,STANDARD,1,MasterCard,CIRRUS,65,MasterCard,CREDIT,"","",5967,4,Recurring,"","",Malta,840,United States,"","",0,1,00,Payment,Approved,"",0,00,511786,"","","","","",79.815771,false,false,false,"",United States,840,0015940,5007787,89.000000,840,"",102,21,MCS,Standard Mastercard Card,MCS,true,Foreign - MASTER,Transaction approved,1,Credit,948860,"","",0,false,"",1,0,1,1,"","",0.0,2019-08-01T00:00:55.000Z,2020-07-31,948860,1564617655,79.815771,false,true,false,false,none,none,365,2,212,623,63.7655853829,80.44275646901782,210.59959758551307,475.389760962461,0.013868824039295001,212,5,31.4274527271,106.05006206068994,3.563841372170456,4.826973976709672,0.0,133,2839545,113.5113220000,49.64709282110316,4693228.0,5586528.237462691,0.0,212,1,51.7022283188,481.14020831802213,2.9408052763526635,4.268652176167509,0.0,63.41019178,60.72400983969095,123.82,186.92655875328936,-0.00441796898191672,-0.1825441032003329,30.00465966,28.272537469843538,5.2,5.495824017620383,-0.01341623983478452,0.33896155971092246,113.511322,49.64709282110316,4693228.0,5586528.237462691,0.0,0.0,69.17964714,116.22308938439181,2.16,2.16992429097686,0.036325001567210205,-0.18291611593748724,false,false,false,false,false,false,false,true,false,false,false,false,none,196,21,none,true,none,none,none,0,840,840,102,5967,840,470,1.0,0.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.59716153,0.40283844,0.19682606,-0.19682606,125
